month_period,data_source,o_food_price_index,index_MoM,hh_econ_rank
2007-01,Pseudo,0.4768965517241379,0.0,54.46825738354184
2007-02,Pseudo,0.4844827586206896,0.01590744757772944,50.96666917608553
2007-03,Pseudo,0.49482758620689654,0.02135231316725994,49.76504797928992
2007-04,Pseudo,0.5086206896551724,0.027874564459930307,48.326034950477066
2007-05,Pseudo,0.5306896551724138,0.04338983050847478,44.915070778058485
2007-06,Pseudo,0.5386206896551724,0.014944769330734076,51.17906142514467
2007-07,Pseudo,0.5124137931034483,-0.04865556978233032,64.85521821780166
2007-08,Pseudo,0.513448275862069,0.0020188425302827273,54.02521499708644
2007-09,Pseudo,0.5055172413793103,-0.015446608462055145,57.83573449616597
2007-10,Pseudo,0.4558620689655173,-0.0982264665757161,74.39770096999952
2007-11,Pseudo,0.4531034482758621,-0.00605143721633894,55.792725272885
2007-12,Pseudo,0.4641379310344828,0.0243531202435312,49.10282466419592
2008-01,Pseudo,0.4724137931034483,0.017830609212481363,50.54229283514709
2008-02,Pseudo,0.47448275862068967,0.004379562043795637,53.50651570199585
2008-03,Pseudo,0.49034482758620684,0.03343023255813948,47.10192508194436
2008-04,Pseudo,0.48310344827586205,-0.014767932489451407,57.68879075616235
2008-05,Pseudo,0.48379310344827586,0.001427551748750977,54.155030183048844
2008-06,Pseudo,0.5358620689655172,0.10762651461154671,31.44827538712564
2008-07,Pseudo,0.5489655172413793,0.024453024453024552,49.08078087098534
2008-08,Pseudo,0.5958620689655172,0.08542713567839177,35.92852333897481
2008-09,Pseudo,0.6013793103448275,0.0092592592592593,52.43255277296666
2008-10,Pseudo,0.6058620689655172,0.0074541284403670804,52.83008827270239
2008-11,Pseudo,0.5993103448275862,-0.010813887307911219,56.83061498347828
2008-12,Pseudo,0.6106896551724138,0.018987341772152,50.28700867878943
2009-01,Pseudo,0.6313793103448275,0.033879164313946886,47.00311350434702
2009-02,Pseudo,0.6162068965517242,-0.024030584380119957,59.684224336090544
2009-03,Pseudo,0.6044827586206897,-0.019026301063234552,58.60894179656071
2009-04,Pseudo,0.5996551724137931,-0.007986309184255691,56.214916940093204
2009-05,Pseudo,0.5944827586206896,-0.008625646923519414,56.35426835712774
2009-06,Pseudo,0.5955172413793103,0.0017401392111369152,54.08640846790681
2009-07,Pseudo,0.566896551724138,-0.048060220034742085,64.73296244908859
2009-08,Pseudo,0.5451724137931034,-0.038321167883211826,62.71224616668457
2009-09,Pseudo,0.5189655172413793,-0.04807084123972172,64.73514486411871
2009-10,Pseudo,0.5103448275862069,-0.01661129568106301,58.08765190187839
2009-11,Pseudo,0.5206896551724138,0.020270270270270396,50.003860509965605
2009-12,Pseudo,0.536896551724138,0.03112582781456963,47.60940101822852
2010-01,Pseudo,0.5362068965517242,-0.0012845215157354373,54.749864853703286
2010-02,Pseudo,0.5379310344827587,0.003215434083601476,53.762378899353514
2010-03,Pseudo,0.5475862068965518,0.017948717948717885,50.516227765090605
2010-04,Pseudo,0.5562068965517241,0.015743073047858713,51.00293664620917
2010-05,Pseudo,0.5455172413793103,-0.019218846869187733,58.650439747367564
2010-06,Survey,0.5475862068965518,0.0037926675094817064,53.635527797948335
2010-07,Pseudo,0.5406896551724139,-0.012594458438287215,60.03219048521624
2010-08,Pseudo,0.5475862068965518,0.012755102040816313,50.78750347581584
2010-09,Pseudo,0.5462068965517242,-0.0025188916876575096,55.283570419114994
2010-10,Pseudo,0.5603448275862069,0.02588383838383823,48.68456191638475
2010-11,Pseudo,0.5544827586206897,-0.010461538461538189,56.77808332543892
2010-12,Pseudo,0.5517241379310345,-0.004975124378109652,55.55023384071917
2011-01,Pseudo,0.5593103448275861,0.013749999999999929,51.444863003672594
2011-02,Pseudo,0.5855172413793104,0.04685573366214579,44.156644669878
2011-03,Pseudo,0.6072413793103448,0.03710247349823326,46.294435984066936
2011-04,Pseudo,0.6072413793103448,0.0,54.46819481546095
2011-05,Pseudo,0.5962068965517241,-0.01817149346961966,58.42461474108307
2011-06,Pseudo,0.5962068965517241,0.0,54.46825162080516
2011-07,Pseudo,0.5879310344827586,-0.0138808559861191,57.496565759815354
2011-08,Pseudo,0.6017241379310344,0.023460410557184508,49.299811265038
2011-09,Pseudo,0.5989655172413794,-0.004584527220630186,55.47220192755551
2011-10,Pseudo,0.6189655172413793,0.033390903857224874,47.11058228763039
2011-11,Pseudo,0.6375862068965518,0.030083565459610107,47.839060394856936
2011-12,Pseudo,0.6368965517241378,-0.0010816657652787942,54.705408009750066
2012-01,Pseudo,0.6420689655172415,0.00812127774769933,52.683195835879594
2012-02,Pseudo,0.6541379310344828,0.018796992481203034,50.32901874799239
2012-03,Pseudo,0.6462068965517243,-0.01212440695835515,57.115424932492076
